AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST009520;Normal/Akutt;Får ikke pasienttrykket under 4-5 mbar.  Ved innstillt PEEP-nivå på 5 mbar, vil målt trykk være ca 10 mbar.;007057;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;04.03.2002;13.03.2002;Morten Ruud (rumo);Feilsøkt, ringt frima, bestillt PEEP-ventil.  Byttet denne, testet OK.;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204942;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 600,00;25,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST009522;Normal/Akutt;Ulyd fra apparatet.;007055;Anestesi, arbeidsstasjon, ordinær;8601110;01.06.2012;;;;07.03.2002;08.03.2002;Morten Ruud (rumo);Ulyd fra IRIA-modul som vi akkurat har byttet.  Trodde først det var pumpa som var feil, så vi byttet den med den pumpen som stod i den IRIA-modulen vi hadde tatt ut.  Sannsynligvis var årsaken bare at pumpen hadde hoppet av fjærene som holder den på plass,(men det tok vi ikke sjansen på.);"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 600,00;24,00;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST009523;Normal/Akutt;Alle gasser INOP.;007061;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;11.03.2002;12.03.2002;Morten Ruud (rumo);"Så på apparat, feil kan bare være IRIA-modul. Kom ikke til apparatet for å evt. sjekke om det bare var pumpa som ikke virker (usannsynlig).  Bestillt modul.
Byttet modul, testet OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 600,00;24,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST009677;Normal/Akutt;Snakkar Engelsk.;006898;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;04.04.2002;04.04.2002;Morten Ruud (rumo);Byttet backup-batteri og programmert.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST009809;Normal/Akutt;"Under bruk fikk en opp feilmeldingen CO2 line blockd. Dermed forsvant alle tallene på skjermen og belgen sluttet å bevege seg. Apparatet gikk sikkert over i sikkerhets modus. I service loggen fikk vi opp feilmeldingen 8058.
Operatøren prøvde å slå apparatet over på manuell og begge pas. men dette gikk ikke siden en ikke fikk fylt baggen.
Etter 10-15 min begynte apparatet å virke igjenn.  Tallene kom frem på skjermen og en kunne koble pasienten til apparatet igjenn. Etter samtale med draeger kom en frem til at en burde skifte et kort, som trolig kunne være årsaken til feilen.";007055;Anestesi, arbeidsstasjon, ordinær;8601110;01.06.2012;;;;27.04.2002;02.05.2002;Bjarte Nærland (nebj);Skiftet kortet som draeger sendte. Tok en ny trykk kalibrering og kjørte en ny selv test. Fikke ikke opp noen feilmeldinger. Ser ut som apparatet fungerer ok nå.;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 200,00;125,00;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST009877;Normal/Akutt;Snakker engelsk, kommer ikke gjennom selvtest.;007050;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;21.05.2002;21.05.2002;Morten Ruud (rumo);Byttet backup-batteri.  Programmert. OK.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST009864;Normal/Akutt;Back-up batteri ;007058;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;09.01.2002;09.01.2002;Morten Ruud (rumo);Byttet back-up batteri;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST009898;Normal/Akutt;Snakker engelsk.;007054;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;27.05.2002;27.05.2002;Morten Ruud (rumo);Byttet batteri.  Programmert.  Trykkkalibrert, selvtest.  OK;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST010091;Normal/Akutt;Back-up batteriet er defekt. Det er engelsk tekst på apparatet.;007053;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;01.07.2002;01.07.2002;Bjarte Nærland (nebj);Skiftet back-up batteriet og konfigurerte apparatet på nytt, kalibrerte trykket.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;2,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST010102;Normal/Akutt;Feilmelding og apparatet snakker engelsk.;007049;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;20.05.2002;20.05.2002;Rune Otto Andreassen (ANRO);Skiftet backup-batteri og lagt inn brukeroppsett.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;2,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST010485;Normal/Akutt;Ett av hjulene var borte.;007049;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;20.09.2002;20.09.2002;Morten Ruud (rumo);Montert nytt hjul.  (det lille);"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;200,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST010488;Normal/Akutt;Secretsug kan ikke slås av.;007061;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;20.09.2002;20.09.2002;Morten Ruud (rumo);Byttet bryter for secretsug.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;1,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST010537;Normal/Akutt;Hendel for veksling mellom de 2 fordamperne er brukket.  Sikring på det øverste strømuttaket bak var gått.;006897;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;27.09.2002;27.09.2002;Morten Ruud (rumo);Byttet hendel for veksling av fordamper.  Byttet sikringer 2A trege.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST010701;Normal/Akutt;Får feilmelding under selv testen om tett Y-stykke.;007055;Anestesi, arbeidsstasjon, ordinær;8601110;01.06.2012;;;;09.01.2003;09.01.2003;Bjarte Nærland (nebj);Tett Y-stykke betyr som regel en stor lekkasje. Fant til slutt at det var en lekkasje i bakteriefilteret som sitter på y-stykket.;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;200,00;1 489,00;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST010975;Normal/Akutt;Stopper i oppstartssjekken. Skrur av og på: alt OK! (Har skjedd flere morgener);007059;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;21.01.2003;21.01.2003;Rune Otto Andreassen (ANRO);21.01.2003: Sjekket feil-logg: feilmelding 11016 - test av trykk. Har hatt dette før. Da ble Psys skiftet av Dräger. Morten sjekker med firma. Skifter V10 denne gangen.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST010993;Normal/Akutt;Under oppstart/morgensjekk,  fungerte ikke flushventil. Etter apparatets selvsjekk, var alt i orden.;007052;Anestesi, arbeidsstasjon, ordinær;8601110;09.08.2011;;;;24.01.2003;24.01.2003;Bjarte Nærland (nebj);Vi venter til feilen oppstår på nytt og går opp og sjekker appartet da.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;4,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011186;Normal/Akutt;Feilmelding under test ved årsservice høst 2002;007060;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;04.03.2003;04.03.2003;Morten Ruud (rumo);Byttet ventil V28 etter ordre fra Kristian i Dräger.;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204942;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 600,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011187;Normal/Akutt;Får ofte feil i selvtest 16.  Så kjøres en ny test og allt er grei.;007059;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;04.03.2003;05.03.2003;Morten Ruud (rumo);"Byttet ventil V10; proportionalventil.  Testet OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;2 400,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011188;Normal/Akutt;Oksygenmåling kommer ikke opp i 100%, ved ren oksygen.;007055;Anestesi, arbeidsstasjon, ordinær;8601110;01.06.2012;;;;04.03.2003;04.03.2003;Morten Ruud (rumo);Byttet pumpe og ventil i IRIA-modulen.  Testet, og feil var fortsatt der (fikk ikke nok undertrykk ved test av pumpe).  Byttet samplingslange, og alt var OK.  Vet egentlig ikke hvor feilen var!!;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;2 800,00;0,00;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011386;Normal/Akutt;Det er kommet engelsk tekst opp på skjermen, og appartet går ikke gjennom selvtesten.;007052;Anestesi, arbeidsstasjon, ordinær;8601110;09.08.2011;;;;28.04.2003;28.04.2003;Bjarte Nærland (nebj);Skiftet back-up batteriet. Konfigurerte apparatet og trykk kalibrerte. Apparatet gikk greit igjennom selv testen.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;2,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011478;Normal/Akutt;FV 2-årsservice.;006897;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;08.10.2002;08.10.2002;* Originale data (!SYS);"2-årsservic utført. Ikke byttet back-up batteri for PCB CIO  (Skifte i juli)
Feil: Ingen alarm hvis ikke 230 V ikke er tilkoblet ved start av apparatet.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011531;Normal/Akutt;Feiler i selvtest 18:  PEEP-ventil;007056;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;03.06.2003;22.11.2004;Morten Ruud (rumo);"Byttet  PeeP-ventil. testet; OK  Fant likevel at trykktransduserne for luftveistrykk ga forskjellig verdier (3 mbar)  De må byttes.

22.10.04  Kvittert  ut.  Vet ikke sikkert om trykktransduserne er byttet, men tror det er gjort.";"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204942;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;2 000,00;75,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011622;Normal/Akutt;Når en slår på apparat kommer det veldig mye oksygen ut av det eksterne O2 uttaket. En fyller ikke bagen når en trykke på O2 flush knappen. Alt kommer ut av ekstern.;006897;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;23.06.2003;23.06.2003;Bjarte Nærland (nebj);Da jeg kom opp og slo på apparatet igjen var feilen borte. kjørte en selv test uten å få noen feilmeldinger. Etter å ha konferert med Draeger tror vi at det er ventilen som skifter mellom intern og ekstern som har hengt seg opp. Dersom feilen oppstår igjen bør vi skifte denne ventilen.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;2,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011677;Normal/Akutt;Feilet i selvtest 31:  Check bellows detection..... (eller noe sånt noe).  Engelsk språk.;007052;Anestesi, arbeidsstasjon, ordinær;8601110;09.08.2011;;;;14.07.2003;14.07.2003;Morten Ruud (rumo);Byttet backup batteri (lithium).  Kalibrert og konfigurert.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011763;Normal/Akutt;Backupbatteri (bly til drift) holder ikke i 30 minutter;007061;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;31.07.2003;05.08.2003;Morten Ruud (rumo);Byttet blybatterier.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST011954;Normal/Akutt;Feste på skuffen til sirkelblokken er knekt. Bestiller nytt feste hos firma.;007062;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;19.09.2003;22.09.2003;Bjarte Nærland (nebj);"19.09.03 bestiiller ny hendel hos firma.
22.09.03 Skiftet hendelen.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;2,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012706;Normal/Akutt;Det kommer in-opp på alle gassverdiene som vises på displayet.;007059;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;19.04.2004;19.04.2004;Bjarte Nærland (nebj);Fant at pumpen på IRIA modulen ikke virket. Tar en IRIA modul fra et apparat som ikke er i bruk. Nå fungerer apparatet ok. Prøver å sette i en ny pumpe som vi har liggende på avdelingen.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;2,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012810;Normal/Akutt;Apparatet gikk over i sikkerhets modus da det stod i stand by.;007061;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;12.05.2004;12.05.2004;Bjarte Nærland (nebj);Brukte black boksen og sendte feil loggen til Tyskland. Fikk tilbake melding om at det kunne være noe galt med 5V dc poweret. Byttet poweret med poweren fra en defekt maskin hos oss. Det ser ut som apparatet fungerer nå. Aventer med å bestille ny power.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 200,00;3,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012811;Normal/Akutt;En får inop på all gass monitorering.;007061;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;13.05.2004;18.05.2004;Bjarte Nærland (nebj);Etter mye frem og til bake med div. IRIA moduler etc. fant jeg til slutt ut at det var en slange inne i apparatet som var kommet i klem. Da jeg løsnet på den fungerer apparatet slik som det skal.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;2 000,00;126,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013004;Normal/Akutt;Gjennomgang før flytting til Hillevåg;007062;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;23.07.2004;16.08.2004;Morten Ruud (rumo);"Selvtest 36 MAooo128 og SW ooo16. Byttett ventil SV  for sikkerhetsflow, begge kortene i ventilatoren, kort som står på motherboard, (DC/DC powersupply og IRIA er nye)  Beats me!!

2007 mars:  Kvittert ut.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;12 000,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013244;Normal/Akutt;Gir beskjed om at luft fra sentralgassanlegg er borte, og at den bruker oksygen som drivgass.;007051;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;12.10.2004;14.10.2004;Morten Ruud (rumo);"Feilsøkt.  feilet i selvtest 8 (ikke luft), men ved videre test stoppet den så opp i test 16 MA 0008.  Fant ut at V7 var feil.   
Byttet V7,  Alt OK.  
Paw-trykkene var før rep. forskjellige men så ble de bra; uten at de skal ha noe med feilen å gjøre.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;2 400,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013326;Normal/Akutt;Lekkasjetest gir 250 ml.;006897;Anestesi, arbeidsstasjon, ordinær;8601110;24.06.2011;;;;10.11.2004;22.11.2004;Morten Ruud (rumo);"Byttet IRIA-modul med en fra reserveapparat  (Det var kun pumpen som lakk; når den ble byttet virket den ok.)";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;286,67;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013404;Normal/Akutt;Får kun 60 % på Oksygen.;008550;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;03.12.2004;07.12.2004;Morten Ruud (rumo);Logget.  Byttet oks.celle og kalibrert.  Alt virker OK;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;99,90;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013446;Normal/Akutt;Får ikke skrudd på apparatet.;007052;Anestesi, arbeidsstasjon, ordinær;8601110;09.08.2011;;;;21.12.2004;21.12.2004;Morten Ruud (rumo);"Byttet powersupply AC/DC,
Kjørt selvtest: OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;1,50;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
